Type of Ownership,Offers Nursing Care Services,Offers Physical Therapy Services,Offers Occupational Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,Offers Home Health Aide Services,Certification Date,Quality of patient care star rating,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients got better at getting in and out of bed,How often patients got better at bathing,How often patients' breathing improved,How often patients got better at taking their drugs correctly by mouth,How often home health patients had to be admitted to the hospital,"How often patients receiving home health care needed urgent, unplanned care in the ER without being admitted",Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,Percent of Residents Experiencing One or More Falls with Major Injury,Application of Percent of Long Term Care Hospital Patients with an Admission and Discharge Functional Assessment and a Care Plan that Addresses Function,DTC Numerator,DTC Denominator,DTC Observed Rate,DTC Risk-Standardized Rate,DTC Risk-Standardized Rate (Lower Limit),DTC Risk-Standardized Rate (Upper Limit),DTC Performance Categorization,PPR Numerator,PPR Denominator,PPR Observed Rate,PPR Risk-Standardized Rate,PPR Risk-Standardized Rate (Lower Limit),PPR Risk-Standardized Rate (Upper Limit),PPR Performance Categorization,PPH Numerator,PPH Denominator,PPH Observed Rate,PPH Risk-Standardized Rate,PPH Risk-Standardized Rate (Lower Limit),PPH Risk-Standardized Rate (Upper Limit),PPH Performance Categorization,"How much Medicare spends on an episode of care at this agency, compared to Medicare spending across all agencies nationally","No. of episodes to calc how much Medicare spends per episode of care at agency, compared to spending at all agencies (national)",Latitude,Longitude,Provider_Name_1,Provider_Name_2,Provider_Name_3,Provider_Name_4,Provider_Name_5,Provider_Name_6,Provider_Name_7,Provider_Name_8,Provider_Name_9,Provider_Name_10
4.0,1.0,1.0,1.0,1.0,1.0,1.0,1830.0,3,99.5,80.3,86.3,86.1,85.5,80.6,76.3,20.8,7.6,0.0,99.5,1.6,98.4,154.0,191.0,80.63,89.26,81.63,94.49,2.0,3.0,103.0,2.91,3.82,2.65,5.41,1.0,15.0,98.0,15.31,12.48,8.34,17.78,1.0,0.9,241.0,42.3487277,-71.8549046,0.008091718,-0.023900758,-0.006802374,-0.02951237,-0.039026942,-0.044359144,-0.047409914,0.012803095,0.0048447787,0.013040143
5.0,1.0,1.0,1.0,1.0,1.0,1.0,20333.0,4.5,99.1,79.2,88.1,93.0,89.4,95.6,87.6,13.0,13.2,0.2,93.8,0.2,99.3,1047.0,1346.0,77.79,83.74,81.11,86.22,2.0,27.0,720.0,3.75,3.98,3.01,5.15,1.0,73.0,625.0,11.68,11.4,9.38,13.67,1.0,1.0,1674.0,39.0319763,-77.004941,-0.004219818,-0.0350448,-0.0083661135,-0.026860598,-0.035645135,-0.036767412,0.024535079,0.04277427,0.018283153,-0.016733494
4.0,1.0,1.0,1.0,1.0,1.0,1.0,17902.0,3.5,97.1,78.2,83.9,90.7,87.7,85.7,82.9,13.5,16.2,0.0,95.2,0.0,100.0,155.0,246.0,63.01,72.73,65.28,79.22,1.0,7.0,119.0,5.88,4.09,2.87,5.86,1.0,14.0,124.0,11.29,8.96,6.24,12.65,1.0,1.14,505.0,39.2614364,-76.667303,0.045380957,0.019495094,0.029888367,-0.021584641,-0.006066936,0.03743083,-0.03684471,0.027628725,-0.045596547,0.0058430852
4.0,1.0,1.0,1.0,1.0,1.0,1.0,13604.0,4,99.0,98.0,86.9,85.9,88.6,92.9,91.4,15.3,10.3,0.4,99.1,0.7,99.0,1136.0,1578.0,71.99,81.08,78.62,83.33,2.0,31.0,617.0,5.02,4.24,3.3,5.55,1.0,63.0,671.0,9.39,8.13,6.53,10.05,1.0,0.98,1822.0,39.4121046,-76.6169083,0.047976334,-0.0008664429,0.019999826,0.04003941,0.003216368,-0.02712286,-0.013787654,-0.0024928362,-0.021710042,-0.011386084
4.0,1.0,1.0,1.0,0.0,1.0,0.0,13278.0,4.5,98.5,61.6,96.3,94.2,92.6,88.8,92.8,6.8,15.8,0.0,95.2,0.2,98.3,469.0,628.0,74.68,88.44,84.35,91.79,2.0,14.0,241.0,5.81,4.04,2.94,5.38,1.0,23.0,235.0,9.79,8.13,5.94,11.16,1.0,0.92,821.0,39.3466697,-76.7061443,0.017063254,0.005259591,-0.046718594,0.029708797,0.048351664,-0.04042654,0.04992593,0.015628982,0.047559313,0.043808162
4.0,1.0,1.0,1.0,1.0,1.0,1.0,10777.0,4,99.6,95.4,85.6,86.1,89.1,96.6,87.6,15.2,10.5,0.0,96.7,0.1,99.0,665.0,1073.0,61.98,72.53,69.12,75.92,0.0,13.0,270.0,4.81,3.98,2.87,5.22,1.0,68.0,660.0,10.3,8.3,6.8,10.18,1.0,1.07,1301.0,39.3466697,-76.7061443,0.035055168,-0.035866834,0.03892321,0.04588762,0.038214803,-0.04429991,-0.021943783,-0.043888316,0.0038721145,0.014702445
6.0,1.0,1.0,1.0,0.0,1.0,1.0,10112.0,3.5,99.2,79.0,81.4,82.0,81.4,86.3,74.2,10.3,14.8,0.8,98.9,0.4,99.2,795.0,911.0,87.27,90.39,87.89,92.56,2.0,9.0,331.0,2.72,3.47,2.49,4.79,1.0,23.0,485.0,4.74,6.56,4.84,8.98,2.0,0.95,1035.0,38.7755095,-76.078577,0.047536813,0.045645826,-0.022128752,-0.037058286,-0.024895882,-0.015537095,0.03387813,-0.02693743,0.0436274,-0.01177229
6.0,1.0,1.0,1.0,0.0,1.0,1.0,9850.0,3.5,99.6,77.6,83.1,82.1,86.0,91.8,76.3,12.9,17.4,0.0,98.6,0.7,99.3,706.0,816.0,86.52,91.89,89.12,94.17,2.0,14.0,368.0,3.8,3.83,2.79,5.27,1.0,31.0,381.0,8.14,9.12,6.83,12.29,1.0,1.06,977.0,39.2164006,-76.0655569,-0.017931009,-0.042036254,-0.010331338,-0.03850033,-0.027910125,-0.027084496,0.028291672,0.024693465,-0.013179198,0.009954262
4.0,1.0,1.0,1.0,1.0,1.0,1.0,7352.0,4,91.0,73.0,86.0,90.7,92.0,94.2,83.7,12.4,12.7,0.3,96.3,0.0,98.8,833.0,1083.0,76.92,84.84,81.97,87.44,2.0,22.0,682.0,3.23,3.49,2.63,4.6,1.0,53.0,547.0,9.69,8.99,7.25,11.12,1.0,0.93,1326.0,38.7433989,-76.9949523,0.041795015,0.0019392967,0.0005204022,0.042314492,0.017902654,-0.02592827,-0.039875366,-0.011341426,0.032170873,-0.03397452
5.0,1.0,1.0,1.0,1.0,1.0,1.0,7242.0,2.5,97.3,62.8,73.3,79.8,76.3,73.5,65.2,16.3,12.5,0.3,92.2,0.3,99.1,494.0,636.0,77.67,86.55,83.17,89.81,2.0,17.0,282.0,6.03,4.38,3.24,6.01,1.0,34.0,203.0,16.75,12.32,9.38,15.98,1.0,1.09,989.0,39.5705303,-76.99088,-0.030715203,0.044341624,0.006488025,-0.025787663,0.046272833,0.00040223598,-0.021270087,0.04471139,0.036564223,-0.044991232
4.0,1.0,1.0,1.0,1.0,1.0,1.0,6845.0,3.5,92.5,96.5,84.3,88.0,84.8,83.4,80.9,11.0,9.1,0.0,95.4,1.4,97.6,492.0,652.0,75.46,84.01,80.22,87.42,2.0,8.0,235.0,3.4,3.74,2.73,5.23,1.0,24.0,350.0,6.86,7.01,5.21,9.45,2.0,1.0,1228.0,39.0302486,-77.0746451,0.033597045,-0.02898642,-0.0019016564,-0.018974245,-0.005456701,-0.023002032,0.016421527,0.022170717,0.00946111,0.0067993463
7.0,1.0,1.0,1.0,1.0,0.0,1.0,6543.0,3.5,99.7,95.0,83.1,88.5,85.5,79.2,77.9,13.1,8.2,0.4,96.7,0.5,100.0,439.0,541.0,81.15,86.99,83.45,90.18,2.0,12.0,196.0,6.12,4.61,3.23,6.46,1.0,12.0,260.0,4.62,6.14,4.2,8.76,2.0,1.12,590.0,39.0482631,-76.9510731,0.040012855,-0.049647305,-0.01518927,0.020448089,0.014724379,-0.045513734,-0.049984332,-0.029627478,-0.027901005,0.04483127
4.0,1.0,1.0,1.0,1.0,1.0,1.0,5910.0,2.5,93.5,69.8,81.9,82.6,80.7,79.4,79.4,14.3,15.1,0.0,98.5,1.5,99.5,863.0,1059.0,81.49,87.15,84.39,89.66,2.0,18.0,553.0,3.25,3.69,2.68,4.87,1.0,56.0,578.0,9.69,9.81,7.85,12.54,1.0,1.06,1361.0,38.4062498,-75.5623765,-0.010003442,0.015356427,-0.023085695,0.033920668,0.04875521,0.028003609,0.04770437,-0.03572729,-0.009030094,-0.033307634
7.0,1.0,1.0,1.0,1.0,1.0,1.0,5199.0,2.5,99.3,91.4,71.9,69.6,76.4,81.0,63.6,12.4,12.0,0.0,96.3,1.9,99.6,293.0,382.0,76.7,80.03,75.83,83.89,1.0,8.0,126.0,6.35,4.43,3.05,6.29,1.0,18.0,202.0,8.91,10.84,7.71,15.49,1.0,1.07,744.0,39.1467431,-77.1971944,0.0035870434,-0.002348146,0.014336288,0.015637618,0.043297537,-0.0142225865,0.022926003,0.021948982,0.004736972,-0.018448224
6.0,1.0,1.0,1.0,1.0,1.0,1.0,20915.0,3.5,99.1,78.6,81.0,88.2,82.5,92.2,78.5,15.4,14.8,0.5,96.7,0.8,99.4,796.0,911.0,87.38,89.94,87.44,92.08,2.0,13.0,460.0,2.83,3.59,2.61,4.82,1.0,39.0,443.0,8.8,10.0,7.54,12.97,1.0,0.91,1248.0,43.8985956,-69.9795582,0.029946363,0.033515245,0.021188473,-0.045144863,-0.032990403,0.030720377,-0.041517235,-0.032546043,0.010973799,-0.04474963
7.0,1.0,1.0,1.0,1.0,1.0,1.0,18812.0,3,99.1,71.5,76.7,87.8,72.9,75.7,66.9,10.3,17.0,0.4,95.9,0.9,98.6,760.0,929.0,81.81,84.76,82.42,86.99,2.0,10.0,385.0,2.6,3.48,2.55,4.82,1.0,30.0,396.0,7.58,9.06,6.85,12.05,1.0,0.89,1292.0,44.7968888,-68.7750285,-0.04875,-0.0336604,-0.0083645405,-0.013140249,0.04264454,-0.0329658,-0.0260878,-0.04044216,0.021987587,-0.02503709
4.0,1.0,1.0,1.0,1.0,1.0,0.0,12368.0,4.5,100.0,89.6,90.2,90.3,87.7,89.4,87.6,12.3,15.4,0.4,95.0,1.5,99.5,928.0,1187.0,78.18,84.93,82.1,87.55,2.0,16.0,567.0,2.82,3.44,2.57,4.61,1.0,48.0,682.0,7.04,6.93,5.47,8.72,2.0,1.01,2083.0,43.6644146,-70.2699126,0.021325415,0.04310788,0.030320525,0.047537647,-0.029586762,0.023308868,-0.043539636,-0.03531331,-0.0279476,0.026951373
4.0,1.0,1.0,1.0,1.0,1.0,1.0,9410.0,2.5,98.1,85.6,76.0,81.1,76.2,79.9,71.3,16.6,14.2,0.0,92.8,1.5,99.8,834.0,929.0,89.77,89.69,87.34,91.48,2.0,16.0,395.0,4.05,4.18,3.06,5.65,1.0,40.0,404.0,9.9,12.79,9.77,16.31,1.0,0.98,1226.0,43.140746,-70.6504737,0.033224087,0.047539055,-0.029637616,0.03221329,-0.027302254,0.029695999,0.0028066696,-0.045882266,0.04672572,-0.036368974
4.0,1.0,1.0,1.0,1.0,1.0,1.0,5356.0,4.5,99.9,75.5,89.5,91.2,91.8,83.1,95.0,10.2,14.0,0.0,91.8,1.2,97.5,884.0,1172.0,75.43,84.26,81.4,86.74,2.0,20.0,543.0,3.68,3.78,2.86,4.98,1.0,53.0,664.0,7.98,7.54,5.91,9.64,2.0,0.94,1765.0,43.6594232,-70.3104975,-0.016444415,0.031373,-0.014808697,0.036835827,-0.029982328,0.04278936,-0.044452317,0.022387618,-0.027592326,0.034244042
4.0,1.0,1.0,1.0,0.0,0.0,0.0,3554.0,3.5,98.5,74.2,86.2,86.3,90.1,88.9,82.2,13.0,13.9,0.0,99.3,0.0,98.5,262.0,306.0,85.62,87.41,83.11,90.75,2.0,3.0,109.0,2.75,3.79,2.58,5.32,1.0,7.0,97.0,7.22,9.39,5.93,14.2,1.0,0.83,289.0,43.6373195,-70.3282784,0.019016694,0.031276174,-0.008942053,-0.016522208,-0.042851396,-0.03831119,-0.018652763,-0.000120291115,-0.04462848,-0.03643641
0.0,0.0,0.0,0.0,0.0,0.0,0.0,933.0,3.5,99.6,77.2,78.6,78.8,82.5,87.8,75.0,13.6,14.8,0.0,95.4,0.4,98.8,160.0,203.0,78.82,81.41,75.08,86.16,1.0,7.0,87.0,8.05,4.5,3.08,6.51,1.0,10.0,151.0,6.62,8.24,5.32,12.36,1.0,1.01,198.0,43.164118,-70.6437326,0.03886807,0.028283084,-0.017575255,-0.042021677,0.0011593581,0.01303007,-0.04663644,-0.009120646,-0.023487702,-0.01235837
6.0,1.0,1.0,1.0,1.0,1.0,1.0,21023.0,3.5,95.6,69.1,86.7,86.1,88.8,86.6,81.1,12.8,13.6,0.2,97.5,0.2,99.4,688.0,869.0,79.17,84.66,81.72,87.61,2.0,18.0,454.0,3.96,4.07,3.0,5.41,1.0,31.0,418.0,7.42,7.53,5.48,9.67,2.0,0.94,1037.0,42.2424514,-85.5765662,-0.015815113,-0.013812211,-0.037093777,-0.029406477,-0.008458933,0.03864935,0.0042023063,0.031322837,0.026257347,0.049984396
6.0,1.0,1.0,1.0,1.0,1.0,1.0,21023.0,4,98.9,86.5,90.0,89.3,92.3,86.9,85.7,13.7,7.4,0.4,98.1,0.4,97.8,669.0,951.0,70.35,80.62,76.86,83.79,2.0,25.0,496.0,5.04,4.11,3.06,5.45,1.0,27.0,368.0,7.34,6.77,4.86,9.08,2.0,0.99,1163.0,42.7254225,-84.6438894,-0.014421162,0.023244094,0.0250807,0.032260388,-0.042283244,-0.017916266,0.010547543,0.020524794,-0.014890951,0.012995648
6.0,1.0,1.0,1.0,1.0,1.0,1.0,21023.0,4,96.1,84.7,88.6,88.3,91.9,88.8,84.3,10.7,9.6,0.0,99.6,0.2,99.3,720.0,995.0,72.36,82.54,79.48,85.78,2.0,18.0,545.0,3.3,3.5,2.63,4.51,1.0,37.0,418.0,8.85,7.65,5.88,9.78,2.0,0.94,1085.0,43.0065024,-83.5120919,-0.014421162,0.023244094,0.0250807,0.032260388,-0.042283244,-0.017916266,0.010547543,0.020524794,-0.014890951,0.012995648
4.0,1.0,1.0,1.0,1.0,1.0,1.0,21023.0,4,99.8,88.7,81.2,86.3,87.3,96.8,87.4,14.6,9.1,0.0,99.7,1.4,99.8,776.0,914.0,84.9,90.17,87.13,92.54,2.0,11.0,274.0,4.01,3.94,2.69,5.64,1.0,39.0,490.0,7.96,8.67,6.64,11.18,1.0,0.91,1128.0,42.5131822,-83.2830977,-0.023941774,-0.04027431,-0.0058968933,0.0016009271,0.014938968,0.043879617,0.017156143,0.011108631,-0.012158707,-0.02374809
6.0,1.0,1.0,1.0,1.0,1.0,1.0,20919.0,3.5,98.7,81.0,86.8,86.1,87.2,87.6,82.0,15.0,18.7,0.2,95.7,0.1,99.6,475.0,649.0,73.19,80.1,76.59,83.2,2.0,5.0,324.0,1.54,3.18,2.36,4.42,1.0,34.0,314.0,10.83,9.36,7.06,11.71,1.0,1.02,819.0,43.6003073,-84.7670924,0.041323096,-0.01218096,-0.04893183,-0.03787063,0.040587682,-0.010718361,-0.016976947,0.04064824,-0.011138854,0.049011637
7.0,1.0,1.0,1.0,1.0,1.0,1.0,19319.0,3.5,96.7,78.0,88.0,87.1,92.8,94.4,83.6,19.5,11.6,0.6,99.8,0.5,99.8,259.0,333.0,77.78,86.22,81.39,90.69,2.0,16.0,232.0,6.9,4.57,3.33,6.31,1.0,25.0,197.0,12.69,10.31,7.43,13.42,1.0,0.95,391.0,42.9783852,-82.4682525,0.0203341,0.028235514,0.0420636,0.022216922,-0.046220854,0.012559188,0.036661692,0.03412227,0.032695554,0.009521311
4.0,1.0,1.0,1.0,1.0,1.0,1.0,15248.0,2.5,86.3,79.9,79.7,85.4,78.9,71.0,90.5,18.5,9.0,0.6,97.9,1.0,97.7,141.0,216.0,65.28,74.09,66.94,81.05,1.0,3.0,50.0,6.0,3.98,2.73,5.7,1.0,22.0,125.0,17.6,12.71,9.23,17.15,1.0,1.22,307.0,42.5633958,-83.1943504,0.03309088,0.032538027,0.02230363,-0.016846761,-0.027518768,-0.034294847,0.040240306,0.018341959,-0.0017674774,0.038347833
7.0,1.0,1.0,1.0,1.0,1.0,1.0,15151.0,2.5,97.6,70.5,75.9,75.1,74.9,81.7,70.3,12.2,11.1,0.4,99.1,0.3,99.8,330.0,394.0,83.76,86.68,82.91,89.86,2.0,8.0,189.0,4.23,4.05,2.67,5.57,1.0,12.0,202.0,5.94,7.53,5.13,10.92,1.0,0.96,491.0,42.9971681,-84.2052344,0.020852918,-0.024967214,-0.017126922,0.021522766,0.016024321,-0.015070787,0.0056149242,0.01193803,-0.026275713,0.039724506
4.0,1.0,1.0,1.0,1.0,1.0,1.0,14773.0,4,98.3,79.5,87.8,87.5,89.7,90.9,83.4,12.2,3.6,0.2,98.0,0.7,100.0,295.0,375.0,78.67,85.2,80.38,89.4,2.0,8.0,257.0,3.11,3.74,2.63,5.21,1.0,17.0,158.0,10.76,9.48,6.74,13.4,1.0,0.96,516.0,42.6760433,-83.2222417,-0.02021439,0.025027538,-0.00649226,-0.0051984666,0.008166331,-0.03347824,0.022301983,0.048653256,-0.04786332,0.032889724
4.0,1.0,1.0,1.0,1.0,1.0,1.0,14739.0,4.5,99.8,86.9,92.6,90.7,93.6,88.9,86.2,13.3,11.7,0.0,98.4,1.6,99.2,247.0,322.0,76.71,84.16,79.28,88.85,2.0,2.0,105.0,1.9,3.57,2.45,5.04,1.0,17.0,196.0,8.67,8.56,5.8,12.26,1.0,0.93,523.0,42.9939878,-83.7697581,0.021325415,0.04310788,0.030320525,0.047537647,-0.029586762,0.023308868,-0.043539636,-0.03531331,-0.0279476,0.026951373
4.0,1.0,1.0,1.0,1.0,1.0,1.0,14706.0,3.5,96.6,69.0,81.5,83.1,91.2,90.9,84.3,18.8,12.0,0.6,96.8,0.0,100.0,303.0,421.0,71.97,78.34,74.01,82.45,1.0,14.0,320.0,4.38,4.05,2.93,5.77,1.0,18.0,196.0,9.18,8.89,6.21,12.34,1.0,0.93,435.0,42.3359889,-83.3239422,0.026505088,-0.013725725,0.02101248,-0.044611674,0.04930658,0.0059377314,-0.011656103,0.008425986,-0.04367929,0.04761215
5.0,1.0,1.0,1.0,1.0,1.0,1.0,14332.0,4,99.3,91.1,88.2,90.8,94.6,89.9,87.0,16.1,11.1,0.1,99.5,0.8,100.0,461.0,567.0,81.31,90.72,87.0,93.98,2.0,12.0,269.0,4.46,3.97,2.88,5.44,1.0,24.0,275.0,8.73,8.57,6.14,11.62,1.0,0.99,649.0,42.1665173,-83.7901089,-0.023133248,-0.03462004,-0.022838507,-0.029672895,0.015705997,-0.04182166,-0.0045737624,0.045710444,-0.03299906,0.03643951
7.0,1.0,1.0,1.0,1.0,1.0,1.0,14368.0,3.5,99.8,82.9,81.2,79.1,80.3,84.5,88.9,8.9,15.3,0.3,98.1,0.8,100.0,407.0,538.0,75.65,87.88,83.48,92.06,2.0,7.0,250.0,2.8,3.43,2.44,4.79,1.0,22.0,255.0,8.63,7.15,5.22,9.48,2.0,0.88,828.0,43.6128436,-84.1865925,0.018079638,-0.013441649,-0.02136926,0.0010484278,-0.02665194,0.0028649508,0.035302334,0.0092601,-0.014650872,0.018255044
5.0,1.0,1.0,1.0,1.0,1.0,1.0,13984.0,3.5,98.8,79.8,82.2,85.1,84.4,88.5,81.7,12.1,15.3,0.4,98.1,1.7,98.0,278.0,374.0,74.33,75.37,71.22,79.43,1.0,7.0,203.0,3.45,4.01,2.86,5.65,1.0,14.0,208.0,6.73,8.79,5.87,13.12,1.0,0.97,919.0,45.9557525,-86.2469099,-0.03650431,-0.028226644,-0.04667864,0.023610568,-0.021925578,0.02102378,0.049074274,0.047446758,0.03691288,-0.0036590039
4.0,1.0,1.0,1.0,1.0,1.0,1.0,13821.0,3,95.7,82.1,85.3,82.6,87.2,88.1,70.6,13.4,10.3,0.4,98.4,1.1,98.5,592.0,674.0,87.83,87.22,84.46,89.33,2.0,12.0,420.0,2.86,3.83,2.67,5.26,1.0,41.0,378.0,10.85,13.35,10.38,17.36,0.0,0.95,795.0,46.5475581,-87.4211494,0.025968928,0.026109945,0.045947313,0.027178878,0.04739981,-0.0039838282,-0.01273478,-0.011082565,0.027430166,-0.0038744092
4.0,1.0,1.0,1.0,1.0,1.0,1.0,13283.0,5,100.0,95.0,98.1,99.4,100.0,94.3,98.0,16.3,7.8,0.0,100.0,0.5,100.0,175.0,218.0,80.28,86.67,80.61,91.75,2.0,9.16931,18.0,3.51833,3.83416,2.71816,5.33698,3.0,20.0,122.0,16.39,14.19,9.9,19.84,1.0,0.98,301.0,42.2353296,-83.7499679,0.030176997,-0.045409862,-0.045972914,-0.047838785,-0.016060214,-0.043130748,-0.044515364,-0.028721994,0.0053675,-0.022162646
7.0,1.0,1.0,1.0,1.0,1.0,1.0,12744.0,2.5,94.6,71.5,80.1,83.0,81.1,80.4,74.5,19.5,8.8,0.6,91.6,0.9,98.9,842.0,1081.0,77.89,84.51,81.73,87.02,2.0,29.0,626.0,4.63,4.15,3.22,5.58,1.0,38.0,419.0,9.07,9.46,7.11,12.21,1.0,0.93,1402.0,41.9579503,-83.6758571,-0.0119789,-0.0400279,0.04542008,-0.027316103,-0.036005206,0.034130275,-0.015089336,0.022272497,-0.019934002,-0.03660502
6.0,1.0,1.0,1.0,1.0,1.0,1.0,12731.0,4,99.6,86.8,87.1,87.7,92.3,80.5,95.6,12.4,12.3,0.5,99.1,2.3,99.7,516.0,591.0,87.31,92.15,89.16,94.98,2.0,5.0,181.0,2.76,3.63,2.47,5.24,1.0,22.0,322.0,6.83,7.98,5.68,10.72,1.0,0.84,887.0,42.9244099,-85.587337,-0.019070562,0.02492978,-0.009293872,0.044064216,0.019076597,-0.042387284,0.003247875,-0.0060699196,0.01512959,-0.017924076
7.0,1.0,1.0,1.0,1.0,1.0,1.0,12641.0,3.5,98.8,62.7,83.8,87.0,82.7,89.3,78.1,17.4,14.2,0.0,95.3,1.5,99.9,459.0,583.0,78.73,83.07,80.09,86.22,2.0,17.0,283.0,6.01,4.64,3.32,6.27,1.0,14.0,267.0,5.24,7.01,4.75,10.66,1.0,1.02,783.0,47.1343477,-88.593883,0.047108956,0.009603679,-0.04807781,0.021806598,-0.03879171,-0.048068363,0.04974395,-0.011928866,0.04445954,0.010272741
5.0,1.0,1.0,1.0,1.0,1.0,1.0,11892.0,4.5,99.7,74.7,88.7,89.2,92.3,93.9,88.5,14.0,13.8,0.0,99.3,1.0,99.0,470.0,569.0,82.6,91.26,87.65,94.05,2.0,10.0,366.0,2.73,3.3,2.42,4.65,1.0,22.0,276.0,7.97,7.56,5.4,10.1,1.0,0.92,729.0,42.9892408,-85.6699964,-0.049979758,-0.01827692,-0.017758062,0.022631627,-0.03967747,-0.025247252,0.010496622,0.043332063,-0.002171895,0.026687741
4.0,1.0,1.0,1.0,1.0,1.0,0.0,12268.0,3.5,99.3,77.5,83.2,84.7,83.5,84.7,83.9,18.2,19.8,0.7,98.6,0.5,99.6,194.0,238.0,81.51,86.38,81.06,91.14,2.0,4.0,118.0,3.39,3.93,2.68,5.73,1.0,11.0,102.0,10.78,10.93,7.03,16.14,1.0,0.87,297.0,42.2394798,-85.5595237,0.015252942,-0.031389974,0.04367421,-0.0073981076,-0.036540907,-0.0041887076,0.01682735,0.034778185,0.026316553,-0.025461119
7.0,1.0,1.0,1.0,1.0,1.0,1.0,11987.0,4.5,94.1,85.0,92.7,91.1,100.0,93.7,96.8,10.3,15.5,0.3,98.3,0.9,99.8,508.0,612.0,83.01,90.13,86.74,93.2,2.0,16.0,397.0,4.03,3.89,2.79,5.37,1.0,23.0,265.0,8.68,8.53,6.04,11.75,1.0,0.97,815.0,42.7616042,-86.0748699,0.013751179,0.0012745142,-0.01577128,0.023451049,-0.02477626,-0.015881538,0.043858368,-0.016553301,-0.039233997,0.041735776
6.0,1.0,1.0,1.0,1.0,1.0,1.0,11380.0,4,99.6,63.4,82.4,86.1,88.2,89.8,79.2,10.5,13.1,0.0,93.6,0.7,100.0,523.0,619.0,84.49,89.59,86.54,92.21,2.0,9.0,375.0,2.4,3.49,2.5,4.67,1.0,12.0,256.0,4.69,6.52,4.27,9.41,2.0,0.93,759.0,45.0778271,-83.4515278,0.012360036,0.03922125,-0.0452667,-0.048725046,-0.043293685,-0.0064876676,-0.042482957,-0.017279088,0.028082032,-0.03701841
5.0,1.0,1.0,1.0,1.0,1.0,1.0,10811.0,4,98.9,91.3,85.9,87.0,89.4,95.0,89.0,16.4,11.3,0.2,99.6,0.8,100.0,465.0,527.0,88.24,93.49,90.46,96.1,2.0,7.0,323.0,2.17,3.38,2.42,4.61,1.0,13.0,217.0,5.99,7.61,5.3,11.62,1.0,0.79,583.0,42.9454142,-85.5603756,-0.020144263,-0.04680903,0.032823138,0.006047326,0.045900255,-0.037863668,0.025597548,0.030536216,-0.019154985,-0.025159162
4.0,1.0,1.0,1.0,1.0,1.0,1.0,10544.0,3,97.4,70.0,80.2,86.4,85.7,87.2,83.0,15.7,10.5,0.2,94.8,0.5,99.5,628.0,818.0,76.77,83.16,80.29,86.14,2.0,19.0,506.0,3.75,3.74,2.77,5.07,1.0,43.0,434.0,9.91,9.28,7.24,11.77,1.0,0.98,930.0,42.804244,-83.0124282,-0.026013622,0.04249034,-0.029085983,0.022096425,-0.047126062,0.013985217,-0.02026107,0.025524402,-0.00012927949,0.02163189
1.0,1.0,1.0,1.0,1.0,1.0,1.0,10449.0,3.5,99.6,81.7,86.0,87.7,89.9,88.6,82.2,16.3,15.6,0.0,97.8,0.0,100.0,155.0,184.0,84.24,87.6,82.13,92.18,2.0,0.0,74.0,0.0,3.53,2.36,4.98,1.0,9.0,96.0,9.38,9.88,6.23,15.16,1.0,0.97,248.0,45.9580946,-86.2422787,0.030946273,0.013992721,0.0024575472,0.04003208,-0.032331407,0.047032315,-0.030505354,0.047539424,0.04416575,-0.048855204
3.0,1.0,1.0,1.0,1.0,1.0,1.0,10065.0,3,97.9,67.4,77.5,81.7,84.6,89.3,74.7,15.5,17.5,0.6,95.0,0.8,97.5,412.0,534.0,77.15,81.43,77.57,85.23,2.0,6.0,246.0,2.44,3.54,2.51,4.83,1.0,13.0,231.0,5.63,7.23,4.67,10.3,1.0,0.92,607.0,45.8157762,-88.0662233,-0.028949985,0.008673852,0.034287445,0.047022134,-0.025741208,-0.03278597,-0.028103536,-0.0476996,0.019076765,0.018017614
4.0,1.0,1.0,1.0,1.0,1.0,1.0,11632.0,4.5,99.8,89.1,87.0,91.9,92.3,97.0,87.8,10.1,12.2,0.0,99.7,0.5,100.0,286.0,352.0,81.25,90.2,85.61,94.67,2.0,12.0,238.0,5.04,4.05,2.85,5.48,1.0,14.0,126.0,11.11,9.72,6.72,13.5,1.0,0.86,534.0,42.9498368,-85.5657932,-0.03793019,-0.024448758,0.024933327,-0.00047988593,-0.03037121,0.03831355,-0.028717775,0.0017939329,0.037285186,0.026612032
4.0,1.0,1.0,1.0,1.0,1.0,1.0,11426.0,3.5,94.1,85.6,82.1,90.0,89.0,88.8,77.2,14.3,10.4,0.7,98.7,0.4,99.8,199.0,263.0,75.67,84.41,79.06,89.45,2.0,4.0,122.0,3.28,3.74,2.6,5.31,1.0,12.0,117.0,10.26,9.2,6.15,13.4,1.0,0.94,470.0,42.5739752,-84.451941,-0.0039232997,-0.02848019,0.008346355,-0.01486814,-0.008795765,0.005501819,-0.034978062,0.02683863,0.041748475,-0.032597527
