Offers Physical Therapy Services,Offers Speech Pathology Services,Offers Medical Social Services,How often the home health team began their patients' care in a timely manner,How often the home health team determined whether patients received a flu shot for the current flu season,How often patients got better at walking or moving around,How often patients' breathing improved,How often home health patients had to be admitted to the hospital,Changes in skin integrity post-acute care: pressure ulcer/injury,How often physician-recommended actions to address medication issues were completely timely,DTC Denominator,DTC Risk-Standardized Rate,Quality of patient care star rating
1.0,1.0,1.0,94.4,67.3,73.1,82.4,15.1,0.6,94.9,1284.0,88.38,2.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,92.3,86.5,85.7,84.7,9.2,0.0,98.1,107.0,86.19,3.5
1.0,1.0,1.0,96.7,59.0,95.6,97.0,9.7,0.2,96.9,554.0,91.67,5.0
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,97.7,80.0,83.1,94.2,16.6,0.1,98.6,235.0,83.37,3.5
0.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,15.0,82.103,3.245
1.0,1.0,1.0,99.8,96.8,100.0,96.6,12.4,1.0,99.5,392.0,83.17,5.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.6,97.0,93.0,91.0,11.0,0.0,97.7,862.0,93.39,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,2.0,82.103,3.245
1.0,0.0,1.0,84.2,60.6,88.4,89.5,8.8,0.4,91.8,364.0,70.64,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.7,99.0,100.0,92.0,14.5,0.0,98.7,430.0,75.82,5.0
1.0,1.0,1.0,94.0,71.0,88.4,96.8,16.1,0.0,99.2,362.0,81.2,4.0
1.0,1.0,1.0,95.3,79.7,89.6,92.7,12.5,0.0,93.8,1156.0,82.21,4.0
1.0,1.0,1.0,87.1,70.2,87.4,98.4,11.9,0.4,99.2,412.0,85.61,4.0
1.0,1.0,1.0,100.0,84.0,84.2,85.8,8.5,0.4,99.3,173.0,83.51,4.0
1.0,1.0,1.0,97.5,76.1,77.5,86.1,11.4,0.5,99.4,610.0,90.84,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,16.0,82.103,3.245
1.0,1.0,1.0,98.7,72.5,98.0,99.4,13.8,0.0,98.2,673.0,90.22,5.0
1.0,1.0,1.0,99.0,87.2,86.7,94.8,12.4,0.1,99.5,496.0,89.95,4.0
1.0,1.0,1.0,96.3,95.2,94.2,69.3,12.3,0.0,96.8,211.0,78.91,3.5
1.0,1.0,1.0,98.8,79.1,84.1,90.8,12.5,0.3,95.9,1038.0,91.59,3.5
1.0,1.0,1.0,97.5,86.2,91.0,90.7,12.8,0.1,98.5,1136.0,86.41,4.0
1.0,1.0,1.0,98.7,66.5,65.8,75.8,13.6,0.5,92.7,458.0,77.95,2.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,11.0,82.103,3.245
1.0,1.0,1.0,95.8,86.7,82.6,86.4,13.924,0.4,97.7,4.0,82.103,3.5
1.0,1.0,1.0,92.5,81.4,91.5,89.0,15.1,0.9,98.4,706.0,84.18,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,97.9,81.0,87.9,89.6,11.3,0.1,92.9,803.0,80.59,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,2.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,182.0,88.72,3.245
1.0,1.0,1.0,99.0,58.9,85.0,85.4,13.0,0.0,93.8,688.0,88.97,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,94.1,86.5,71.0,86.6,11.1,0.4,92.8,416.0,78.24,2.5
1.0,1.0,1.0,99.7,71.0,84.4,85.1,15.8,0.3,99.1,1236.0,82.84,3.5
1.0,1.0,1.0,88.5,76.9,69.7,70.2,13.924,1.2,93.4,374.237,82.103,2.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,6.0,82.103,3.245
1.0,1.0,1.0,100.0,69.1,68.2,91.9,19.5,0.0,99.3,162.0,83.04,2.5
1.0,1.0,1.0,99.8,94.2,89.2,93.0,15.1,0.0,100.0,789.0,79.46,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,15.0,82.103,3.245
1.0,1.0,1.0,99.6,90.4,85.5,100.0,11.2,0.6,99.6,406.0,84.19,4.5
1.0,1.0,1.0,99.5,92.6,80.9,72.3,13.1,0.5,97.9,492.0,86.16,3.0
1.0,1.0,1.0,100.0,96.4,86.9,100.0,13.3,0.0,100.0,474.0,85.28,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,98.3,74.5,74.0,81.2,9.9,0.7,99.4,351.0,81.92,3.0
1.0,1.0,1.0,97.7,87.4,87.4,91.0,13.9,1.0,99.2,141.0,76.2,4.0
1.0,1.0,1.0,100.0,99.0,82.4,63.9,13.9,0.3,100.0,445.0,88.07,3.5
1.0,1.0,1.0,99.4,99.1,83.9,90.4,14.2,0.5,93.3,361.0,85.26,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.9,68.3,91.8,97.4,12.5,0.4,99.9,1120.0,91.23,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.8,98.3,75.2,72.5,14.7,0.4,99.6,195.0,75.55,2.5
1.0,1.0,1.0,97.2,86.7,82.632,86.369,13.924,0.245,91.7,14.0,82.103,3.245
1.0,1.0,1.0,97.1,85.1,88.1,99.2,11.0,1.2,98.0,116.0,92.98,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,98.0,69.5,77.0,77.9,8.5,0.6,100.0,132.0,87.91,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,126.0,68.61,3.245
1.0,1.0,1.0,100.0,80.5,81.3,100.0,13.2,0.0,98.2,126.0,91.02,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,5.0,82.103,3.245
1.0,1.0,1.0,97.3,65.1,80.3,87.7,12.0,0.3,97.3,1328.0,83.26,3.0
1.0,1.0,1.0,100.0,99.2,83.5,87.8,12.5,0.5,99.7,836.0,83.37,4.0
1.0,1.0,1.0,99.7,89.7,97.8,98.4,13.8,0.0,99.9,932.0,91.49,5.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,9.1,0.245,97.413,57.0,92.41,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,98.7,44.1,89.9,75.5,10.3,0.6,91.6,223.0,81.31,4.0
1.0,1.0,1.0,99.5,100.0,91.8,100.0,12.5,0.3,91.4,290.0,82.64,4.5
1.0,1.0,1.0,99.7,95.3,87.6,91.0,10.3,0.8,100.0,586.0,88.6,3.5
1.0,1.0,1.0,100.0,100.0,87.4,100.0,11.8,0.0,99.7,840.0,87.62,4.5
1.0,0.0,1.0,97.6,49.1,68.8,77.9,14.8,0.0,99.0,412.0,73.69,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,4.0,82.103,3.245
1.0,1.0,1.0,100.0,72.3,100.0,95.4,16.3,0.0,98.4,128.0,81.31,5.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,31.0,79.77,3.245
1.0,1.0,1.0,100.0,74.381,82.632,86.369,13.924,0.245,96.9,39.0,80.55,3.245
1.0,1.0,1.0,96.7,95.1,90.5,93.6,10.6,0.1,100.0,722.0,79.08,4.5
1.0,1.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.4,82.4,89.5,95.2,12.8,0.0,97.8,445.0,83.94,4.5
1.0,1.0,1.0,94.9,80.1,88.1,97.9,13.2,0.0,97.9,593.0,88.68,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,24.0,72.59,3.245
1.0,1.0,1.0,99.9,97.6,86.1,86.2,12.2,0.3,98.8,1023.0,79.62,4.0
1.0,1.0,1.0,100.0,100.0,92.4,93.5,20.5,0.0,100.0,235.0,88.3,4.5
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,3.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,10.0,82.103,3.245
1.0,1.0,1.0,92.0,69.9,72.5,79.1,20.3,0.0,97.0,531.0,71.35,2.5
1.0,1.0,1.0,99.4,91.1,84.3,92.9,10.9,0.0,98.8,249.0,89.47,4.0
1.0,1.0,1.0,99.7,99.4,81.2,76.1,16.5,0.7,97.5,855.0,87.59,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,98.3,90.2,73.2,79.9,15.0,0.5,99.0,827.0,83.64,2.5
1.0,1.0,1.0,99.3,96.4,92.3,100.0,10.4,0.6,99.3,318.0,77.85,5.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,0.0,1.0,98.3,81.6,84.9,82.2,7.3,0.0,96.6,173.0,92.03,4.0
1.0,1.0,1.0,98.5,73.9,74.4,85.7,12.9,0.3,99.1,696.0,79.42,2.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,100.0,99.1,70.9,82.3,11.1,0.0,100.0,308.0,79.78,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,74.1,67.0,79.6,18.3,0.5,96.0,64.0,80.97,2.5
1.0,1.0,1.0,99.9,91.5,75.6,86.0,13.924,0.7,99.8,57.0,78.18,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,95.0,88.7,76.9,75.0,17.1,0.2,92.6,248.0,85.24,2.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,100.0,81.2,93.4,16.8,0.0,97.7,431.0,82.73,4.0
1.0,1.0,1.0,100.0,95.1,83.6,100.0,12.3,0.0,99.6,355.0,73.69,4.5
1.0,1.0,1.0,98.1,77.7,69.8,89.3,13.2,0.2,99.5,917.0,91.62,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,6.0,82.103,3.245
1.0,1.0,1.0,100.0,65.4,61.3,82.4,17.6,0.0,100.0,95.0,73.7,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,14.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,2.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,20.0,75.72,3.245
1.0,1.0,1.0,87.5,75.6,79.4,76.5,11.4,0.3,100.0,523.0,87.34,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,17.0,82.103,3.245
1.0,1.0,1.0,99.3,63.0,62.4,80.0,14.1,0.0,95.4,385.0,77.36,2.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,96.9,74.8,83.9,12.1,0.9,96.1,299.0,82.4,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,9.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.5,43.8,78.9,70.9,9.0,0.0,99.5,326.0,79.66,3.0
1.0,1.0,1.0,99.1,80.9,77.1,94.4,16.0,0.4,97.1,727.0,74.06,3.0
1.0,1.0,1.0,92.6,74.381,82.632,86.369,13.924,0.245,100.0,12.0,82.103,3.245
1.0,1.0,1.0,99.3,96.5,85.3,95.4,16.8,0.0,99.3,232.0,84.09,3.5
1.0,1.0,1.0,99.2,99.0,98.9,94.0,11.8,0.1,98.7,1117.0,69.69,4.5
1.0,1.0,1.0,94.1,99.2,55.0,88.0,13.0,0.0,98.0,1174.0,88.08,3.0
1.0,1.0,1.0,96.9,67.6,81.5,95.9,6.7,0.0,100.0,207.0,89.13,4.0
1.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,4.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,98.4,90.3,77.0,72.5,9.9,0.3,100.0,252.0,81.2,3.5
1.0,1.0,1.0,92.1,71.1,70.3,84.9,13.4,0.0,94.4,489.0,83.4,2.5
1.0,1.0,1.0,99.0,97.6,85.5,88.7,11.5,0.3,98.1,554.0,76.94,3.5
1.0,1.0,1.0,99.1,93.2,92.2,94.9,12.6,0.5,99.4,525.0,84.84,5.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,94.9,97.9,100.0,86.369,13.924,0.0,91.9,57.0,75.04,4.0
1.0,1.0,1.0,100.0,98.8,98.0,100.0,20.5,0.0,99.2,104.0,83.11,5.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,14.0,82.103,3.245
1.0,1.0,1.0,86.6,67.9,92.6,100.0,11.6,0.0,92.7,100.0,75.22,4.0
1.0,1.0,1.0,98.7,86.4,86.1,98.2,12.1,0.2,98.8,1115.0,85.0,4.0
0.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,98.1,79.6,85.9,85.0,13.9,1.1,91.7,498.0,77.68,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,11.5,0.245,97.413,598.0,82.8,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,3.0,82.103,3.245
1.0,1.0,1.0,99.8,61.1,83.1,89.6,13.6,0.3,92.8,813.0,87.42,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,28.0,79.09,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,10.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,55.1,94.7,92.4,16.1,0.0,96.1,303.0,72.1,5.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,4.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,2.0,82.103,3.245
1.0,1.0,1.0,99.8,58.1,83.6,94.3,15.0,0.1,98.2,1025.0,81.45,4.0
1.0,1.0,1.0,99.1,72.4,86.3,87.7,11.0,0.0,98.9,662.0,79.77,4.0
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.7,81.8,100.0,98.8,9.6,0.3,97.4,367.0,73.21,5.0
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,3.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,97.5,88.2,79.7,81.8,18.1,0.0,96.1,377.0,79.9,3.0
1.0,1.0,1.0,100.0,98.8,93.3,92.0,14.3,0.0,100.0,309.0,87.32,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,100.0,96.0,86.1,88.0,13.4,0.0,99.6,867.0,85.98,4.0
1.0,1.0,1.0,100.0,100.0,84.5,94.2,12.6,0.0,100.0,252.0,94.34,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,19.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,10.0,82.103,3.245
1.0,1.0,1.0,100.0,77.4,72.1,70.7,7.9,1.0,98.7,389.0,88.19,3.0
1.0,1.0,1.0,97.9,89.7,83.2,86.1,12.8,0.0,97.4,231.0,83.61,3.0
1.0,1.0,1.0,100.0,74.381,82.632,86.369,11.2,0.245,100.0,171.0,66.84,3.245
1.0,1.0,1.0,100.0,90.4,72.7,81.7,16.0,0.0,95.8,335.0,81.78,3.0
1.0,1.0,1.0,87.2,93.2,71.8,100.0,11.8,0.0,93.6,180.0,81.74,3.5
1.0,1.0,1.0,99.7,59.3,77.7,88.4,13.924,0.7,99.7,21.0,87.25,3.5
1.0,1.0,1.0,97.9,74.5,78.9,86.3,14.8,0.4,99.7,1291.0,80.49,3.0
1.0,1.0,1.0,99.7,99.3,90.5,100.0,16.9,0.0,96.7,577.0,79.47,4.0
1.0,1.0,1.0,98.9,74.6,87.7,87.7,9.8,0.0,100.0,129.0,91.68,4.0
1.0,1.0,1.0,98.9,73.9,98.3,93.9,12.3,0.0,99.3,366.0,86.13,4.5
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,100.0,99.0,87.8,92.8,16.6,0.0,100.0,208.0,91.55,4.0
1.0,1.0,1.0,99.6,81.1,75.4,78.7,10.7,0.0,99.1,270.0,87.18,3.5
1.0,1.0,1.0,91.5,53.4,83.7,89.4,10.5,0.0,97.7,156.0,86.61,3.0
1.0,1.0,1.0,93.8,93.2,80.0,100.0,10.7,0.0,100.0,122.0,85.51,3.5
1.0,1.0,1.0,96.1,68.7,87.3,98.5,12.8,0.5,97.8,256.0,85.65,4.5
1.0,1.0,1.0,95.4,94.9,67.9,99.4,8.2,0.0,96.8,209.0,80.72,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.0,63.4,74.7,65.6,14.7,0.0,99.0,497.0,90.45,2.5
1.0,1.0,1.0,99.8,79.1,87.6,90.0,12.3,0.6,92.6,402.0,81.48,4.0
1.0,1.0,1.0,89.7,98.3,84.5,100.0,15.9,0.0,100.0,310.0,77.31,3.5
1.0,1.0,1.0,85.2,48.6,78.1,87.1,18.2,1.2,88.9,525.0,78.95,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,98.0,79.12,3.245
1.0,1.0,1.0,98.6,77.8,96.4,80.0,9.3,0.0,99.3,247.0,87.39,4.0
1.0,1.0,1.0,99.9,97.9,85.1,96.2,15.9,0.3,99.7,1121.0,79.58,4.0
1.0,1.0,1.0,100.0,73.8,82.5,90.3,7.2,0.0,98.6,366.0,81.78,5.0
1.0,1.0,1.0,87.8,90.6,100.0,86.369,10.5,0.0,100.0,68.0,74.69,4.5
1.0,1.0,1.0,100.0,73.8,88.4,88.6,13.9,0.0,95.9,160.0,83.09,4.0
1.0,1.0,1.0,100.0,93.3,89.1,90.3,13.924,0.0,100.0,26.0,85.19,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,100.0,90.4,83.0,13.0,0.0,95.5,160.0,85.22,4.5
1.0,1.0,1.0,98.6,98.5,56.8,74.7,12.3,0.0,95.7,940.0,87.49,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,11.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,6.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,72.7,100.0,100.0,12.2,0.0,100.0,187.0,89.11,5.0
1.0,1.0,1.0,94.7,84.3,83.4,76.7,17.7,0.0,97.6,201.0,71.11,2.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,13.0,82.103,3.245
1.0,1.0,1.0,99.6,94.7,87.2,95.2,11.8,0.0,100.0,319.0,87.26,4.0
1.0,1.0,1.0,100.0,81.6,84.9,75.6,16.1,0.0,96.6,487.0,76.39,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
0.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,82.2,78.4,74.6,83.1,10.4,1.1,89.2,70.0,76.71,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,26.0,89.61,3.245
1.0,1.0,1.0,100.0,90.6,89.1,100.0,11.5,0.0,100.0,51.0,87.26,4.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,98.6,72.3,81.1,88.0,20.6,0.4,98.8,291.0,89.33,3.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,10.0,82.103,3.245
0.0,0.0,0.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,1.0,82.103,3.245
1.0,1.0,1.0,100.0,81.7,93.3,88.7,10.8,0.0,95.9,118.0,69.95,4.5
1.0,1.0,1.0,100.0,95.2,100.0,96.1,19.4,0.0,100.0,83.0,81.3,5.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
0.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,89.6,94.1,86.8,85.2,14.2,0.0,98.9,188.0,79.72,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,9.4,0.245,97.413,609.0,76.74,3.245
1.0,1.0,1.0,98.5,83.4,82.8,78.7,15.1,0.0,97.0,375.0,75.32,2.5
0.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,4.0,82.103,3.245
1.0,1.0,1.0,97.8,99.3,93.2,98.2,10.9,0.0,92.3,211.0,87.75,4.0
0.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.7,89.6,81.3,79.9,12.8,1.2,99.8,326.0,73.61,3.5
1.0,1.0,1.0,95.7,89.4,87.5,91.8,12.6,0.0,98.0,262.0,79.06,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,12.3,0.245,97.413,12.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,99.7,92.9,66.3,86.5,14.7,0.8,97.6,119.0,87.8,2.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,100.0,92.3,82.5,89.5,8.9,0.0,100.0,153.0,89.79,4.0
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,3.0,82.103,3.245
1.0,1.0,1.0,99.8,96.7,86.4,87.8,14.2,0.4,99.2,675.0,85.48,3.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,13.0,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,0.0,1.0,100.0,33.0,96.9,86.4,11.5,0.0,97.3,183.0,91.08,4.5
1.0,1.0,1.0,99.5,93.9,73.4,88.6,12.9,0.7,98.2,708.0,76.78,3.0
1.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,96.4,72.6,65.7,82.2,11.3,0.8,90.5,197.0,86.34,2.5
1.0,1.0,1.0,100.0,98.7,85.6,79.7,14.2,0.1,99.7,719.0,87.16,3.5
1.0,1.0,1.0,98.0,60.8,88.7,84.6,12.6,0.0,89.4,757.0,90.75,4.0
0.0,0.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,7.0,82.103,3.245
1.0,1.0,1.0,89.2,96.5,68.1,82.8,17.8,0.0,97.8,376.0,83.55,2.5
1.0,1.0,1.0,82.8,72.1,77.5,88.8,10.6,0.0,91.2,439.0,84.27,2.5
1.0,1.0,1.0,96.537,74.381,82.632,86.369,13.924,0.245,97.413,374.237,82.103,3.245
1.0,1.0,1.0,97.0,74.381,54.8,89.6,13.924,0.0,90.9,63.0,82.76,2.5
1.0,1.0,1.0,100.0,98.7,74.3,83.4,11.4,0.6,100.0,287.0,84.6,3.0
1.0,1.0,1.0,100.0,98.1,100.0,100.0,16.8,0.0,97.8,495.0,75.53,5.0
